scorer,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000,DLC_dlcrnetms5_Interbrain free interactionJan30shuffle1_200000
3465,35.966,340.217,0.3009999990463257,72.261,312.764,1.0,86.468,304.806,1.0,103.609,286.863,1.0,113.964,267.01,1.0,124.173,245.836,1.0,134.269,232.568,1.0,159.853,203.69,1.0,178.612,174.355,1.0,196.115,142.374,1.0,233.371,124.35,1.0,72.42,202.811,1.0,82.217,162.459,1.0,87.863,145.008,1.0,100.033,124.099,1.0,108.169,109.981,1.0,119.133,92.845,1.0,136.788,73.795,1.0,171.684,59.493,1.0,200.156,60.749,1.0,240.517,65.565,1.0,274.764,87.682,1.0
3466,,,1.0,74.463,315.216,1.0,89.689,305.095,1.0,103.329,285.067,1.0,114.778,266.679,1.0,124.36,246.536,1.0,136.535,231.91,1.0,159.832,203.87,1.0,179.546,176.434,1.0,197.688,145.775,1.0,233.705,123.401,1.0,76.279,220.376,0.20499999821186066,79.835,172.348,1.0,83.627,154.944,1.0,92.8,136.183,1.0,104.064,110.295,1.0,117.556,96.648,1.0,131.075,82.701,1.0,166.682,59.583,1.0,200.569,49.267,1.0,228.278,59.673,0.9990000128746033,249.637,61.685,1.0
3467,43.026,323.235,0.7089999914169312,74.778,310.965,1.0,96.574,301.837,1.0,111.954,286.448,1.0,119.589,269.224,1.0,129.723,252.455,1.0,143.391,237.921,1.0,163.059,210.367,1.0,182.363,177.356,1.0,197.476,146.281,1.0,233.753,123.489,1.0,,,1.0,77.455,197.429,1.0,81.889,173.42,1.0,89.264,151.576,1.0,99.697,126.269,1.0,117.009,108.373,1.0,126.648,97.828,1.0,147.902,79.108,1.0,178.01,62.692,1.0,213.942,55.264,1.0,253.779,60.891,1.0
3468,43.532,322.402,0.972000002861023,64.981,313.734,1.0,84.14,314.041,1.0,104.246,304.518,1.0,119.759,292.378,1.0,134.711,277.406,1.0,152.521,264.556,1.0,176.099,240.65,1.0,189.529,211.509,1.0,202.83,171.419,1.0,219.407,138.269,1.0,93.497,254.96,1.0,89.252,204.037,1.0,87.07,184.328,1.0,91.732,164.586,1.0,99.355,140.647,1.0,105.959,120.536,1.0,120.084,101.338,1.0,138.161,79.673,1.0,161.226,59.489,1.0,185.104,50.079,0.9990000128746033,,,1.0
3469,28.848,319.332,0.9470000267028809,51.861,310.779,1.0,71.331,320.502,1.0,89.29,323.078,1.0,113.759,322.116,1.0,133.057,313.098,1.0,152.489,302.195,1.0,182.561,286.659,1.0,201.051,257.78,1.0,207.115,222.871,1.0,220.431,187.2,1.0,88.287,250.353,1.0,87.058,207.233,1.0,85.486,185.371,1.0,89.888,164.369,1.0,97.744,141.023,1.0,106.918,120.708,1.0,120.097,106.047,1.0,141.169,77.849,1.0,165.239,57.683,1.0,201.092,38.379,1.0,,,1.0
3470,41.812,303.506,1.0,68.156,301.734,1.0,77.941,319.648,1.0,97.141,330.908,1.0,117.955,331.823,1.0,139.184,325.156,1.0,159.523,317.296,1.0,186.061,299.492,1.0,196.983,267.401,1.0,188.147,225.43,1.0,181.569,187.951,1.0,74.262,249.865,1.0,78.9,203.536,1.0,77.929,184.307,1.0,88.088,163.579,1.0,97.814,141.095,1.0,108.055,122.429,1.0,118.592,106.252,1.0,140.038,74.636,1.0,165.73,51.992,1.0,205.722,37.319,1.0,,,1.0
3471,107.179,315.713,0.24400000274181366,79.053,295.759,1.0,81.293,317.918,1.0,97.192,332.427,1.0,119.827,337.942,1.0,137.736,338.025,1.0,158.547,334.241,1.0,188.868,319.564,1.0,201.34,286.085,1.0,192.803,256.938,1.0,192.656,219.63,1.0,68.414,236.851,0.7269999980926514,84.076,187.964,1.0,83.0,170.269,1.0,86.843,148.602,1.0,101.571,127.958,1.0,115.239,112.849,1.0,127.19,98.604,1.0,149.618,75.602,1.0,175.201,52.917,1.0,213.899,39.251,1.0,,,1.0
3472,,,1.0,80.607,291.909,1.0,89.43,313.259,1.0,100.56,329.77,1.0,119.36,339.631,1.0,137.168,346.616,1.0,155.398,350.939,1.0,191.131,338.111,1.0,206.592,305.201,1.0,207.289,271.05,1.0,208.142,235.639,1.0,68.958,227.016,0.9929999709129333,90.707,187.037,1.0,91.771,169.006,1.0,96.34,149.536,1.0,101.451,129.021,1.0,118.251,109.928,1.0,130.32,99.465,1.0,156.639,77.666,1.0,175.888,61.402,1.0,203.294,46.867,0.9700000286102295,,,1.0
3473,67.341,287.359,0.968999981880188,91.279,293.066,1.0,97.783,310.696,1.0,109.593,329.023,1.0,126.602,337.931,1.0,142.571,346.831,1.0,159.053,350.847,1.0,195.967,341.487,1.0,212.762,309.525,1.0,213.508,276.603,1.0,213.891,234.181,1.0,74.502,226.635,1.0,90.139,187.844,1.0,93.459,168.892,1.0,97.812,145.763,1.0,107.608,124.96,1.0,120.192,106.363,1.0,137.818,93.11,1.0,164.457,67.348,0.8489999771118164,211.816,51.106,0.8830000162124634,235.709,45.236,0.9980000257492065,,,1.0
3474,66.839,285.678,1.0,90.727,279.682,1.0,99.185,303.819,1.0,108.174,319.565,1.0,121.271,336.562,1.0,134.457,346.464,1.0,158.627,358.37,1.0,191.472,356.219,1.0,212.219,336.197,1.0,217.702,301.823,1.0,221.979,260.482,1.0,84.7,220.83,0.7609999775886536,89.062,178.164,1.0,91.679,157.796,1.0,100.836,137.16,1.0,111.03,113.44,1.0,123.484,99.765,1.0,140.559,87.987,1.0,157.496,78.61,1.0,186.644,51.611,0.9990000128746033,212.573,44.61,0.9729999899864197,,,1.0
3475,,,1.0,87.68,264.853,1.0,92.19,286.621,1.0,102.545,304.378,1.0,110.607,320.663,1.0,121.491,343.049,1.0,142.127,359.752,1.0,177.705,361.247,1.0,203.53,335.785,1.0,214.549,305.431,1.0,215.578,265.355,1.0,70.391,181.903,1.0,92.076,143.399,1.0,101.257,128.777,1.0,106.588,109.906,1.0,121.273,99.0,1.0,136.349,89.063,1.0,154.01,83.748,1.0,182.417,68.227,1.0,204.013,49.805,1.0,232.878,36.641,1.0,,,1.0
3476,99.788,227.622,0.7749999761581421,78.062,250.235,1.0,79.487,270.127,1.0,87.834,292.421,1.0,94.569,312.858,1.0,103.945,328.302,1.0,114.491,352.379,1.0,141.032,369.439,1.0,174.475,356.233,1.0,196.148,334.616,1.0,213.503,292.664,1.0,67.135,162.198,1.0,94.563,131.332,1.0,107.666,118.635,1.0,119.225,104.152,1.0,132.171,92.167,1.0,150.254,82.153,1.0,166.139,72.961,1.0,194.559,60.148,1.0,227.549,47.766,1.0,268.334,45.245,0.9909999966621399,,,1.0
3477,102.251,222.49,1.0,76.62,247.575,1.0,78.118,268.928,1.0,88.824,290.088,1.0,95.448,308.302,1.0,103.812,327.923,1.0,122.722,349.166,1.0,148.116,357.555,1.0,178.181,338.311,1.0,189.176,303.23,1.0,197.452,265.081,1.0,57.508,137.92,1.0,89.226,115.16,1.0,105.2,104.374,1.0,125.374,95.044,1.0,143.571,82.794,1.0,164.827,75.553,1.0,178.456,72.627,1.0,209.003,61.794,1.0,241.948,47.756,1.0,277.265,46.595,1.0,322.429,44.517,1.0
3478,105.302,222.621,1.0,86.004,241.53,1.0,87.789,261.65,1.0,90.273,284.432,1.0,94.442,311.531,1.0,103.214,330.039,1.0,112.072,355.84,1.0,133.852,374.687,1.0,172.191,366.404,1.0,189.958,346.241,1.0,202.985,299.199,1.0,73.008,134.308,1.0,103.563,106.024,1.0,117.122,98.263,1.0,132.824,88.104,1.0,149.234,77.753,1.0,167.133,72.274,1.0,183.632,65.245,1.0,217.128,57.196,1.0,252.999,49.564,1.0,288.035,47.24,1.0,327.221,50.328,1.0
3479,105.64,226.513,1.0,86.754,242.697,1.0,89.668,262.941,1.0,91.212,289.997,1.0,94.873,312.278,1.0,103.509,331.082,1.0,112.486,355.491,1.0,138.828,374.946,1.0,173.774,368.452,1.0,198.814,347.847,1.0,216.464,306.54,1.0,86.539,134.241,0.9990000128746033,105.214,103.186,1.0,119.246,94.718,1.0,133.902,85.395,1.0,151.907,73.877,1.0,168.185,68.276,1.0,188.808,60.235,1.0,220.42,56.208,1.0,252.849,50.387,1.0,288.149,50.809,1.0,333.819,58.319,1.0
3480,105.262,226.615,1.0,87.245,243.97,1.0,89.117,266.526,1.0,91.841,289.448,1.0,94.119,311.577,1.0,103.238,330.526,1.0,108.365,355.034,1.0,139.302,374.852,1.0,174.481,369.805,1.0,201.023,348.962,1.0,216.945,306.675,1.0,91.864,132.107,1.0,116.669,104.318,1.0,130.662,95.5,1.0,146.866,84.551,1.0,162.295,75.433,1.0,177.756,71.129,1.0,193.075,62.571,1.0,225.582,50.168,1.0,259.666,47.464,1.0,295.083,50.718,1.0,337.194,58.333,1.0
3481,,,1.0,85.603,243.012,1.0,89.0,263.196,1.0,90.888,284.784,1.0,93.861,310.622,1.0,103.991,329.41,1.0,107.933,353.891,1.0,139.144,374.136,1.0,174.746,369.353,1.0,201.047,348.557,1.0,216.671,306.642,1.0,97.337,132.438,1.0,118.043,101.12,1.0,135.302,92.459,1.0,150.799,82.039,1.0,164.371,71.832,1.0,183.305,68.746,1.0,201.689,58.246,1.0,235.492,50.435,1.0,265.327,46.493,1.0,300.362,51.722,1.0,341.437,61.38,1.0
3482,100.034,228.219,0.9760000109672546,77.749,249.074,1.0,81.78,270.663,1.0,91.318,290.175,1.0,95.003,310.966,1.0,105.133,328.692,1.0,110.39,351.018,1.0,141.15,370.028,1.0,175.669,366.582,1.0,204.433,345.945,1.0,218.751,305.253,1.0,99.508,134.07,1.0,121.319,102.118,1.0,136.843,90.959,1.0,153.826,77.908,1.0,170.133,72.633,1.0,188.071,66.911,1.0,207.091,57.774,1.0,240.846,48.257,1.0,276.296,45.385,1.0,312.197,52.05,1.0,350.394,64.022,1.0
3483,53.058,254.347,0.9990000128746033,74.282,247.757,1.0,78.977,270.481,1.0,90.721,289.977,1.0,95.226,309.032,1.0,103.561,326.838,1.0,110.16,349.822,1.0,140.314,369.705,1.0,175.955,366.32,1.0,205.26,346.384,1.0,218.584,304.865,1.0,105.106,140.783,1.0,123.85,106.05,1.0,138.784,93.666,1.0,152.446,84.749,1.0,171.362,71.245,1.0,188.391,66.493,1.0,208.201,56.322,1.0,241.7,48.665,1.0,275.73,49.715,1.0,314.388,53.743,1.0,353.0,63.603,1.0
3484,53.425,238.369,0.9789999723434448,66.236,240.135,1.0,74.984,256.295,1.0,85.983,279.652,1.0,94.757,301.545,1.0,104.308,321.147,1.0,109.905,349.188,1.0,140.738,365.006,1.0,175.022,364.421,1.0,204.154,346.705,1.0,218.304,304.552,1.0,101.408,142.326,1.0,124.878,105.899,1.0,140.093,93.632,1.0,153.482,83.246,1.0,169.577,71.78,1.0,188.471,66.5,1.0,207.745,58.001,1.0,243.236,50.346,1.0,276.827,46.457,1.0,314.305,53.472,1.0,352.967,63.677,1.0
3485,52.89,228.004,0.9739999771118164,62.676,235.259,1.0,71.272,256.126,1.0,79.875,276.038,1.0,91.532,295.778,1.0,98.999,317.139,1.0,111.854,340.256,1.0,144.034,356.197,1.0,178.733,352.485,1.0,204.325,336.692,1.0,221.934,300.528,1.0,100.119,138.56,1.0,127.341,104.716,1.0,140.866,92.695,1.0,155.474,76.616,1.0,170.7,70.898,1.0,188.925,66.556,1.0,207.183,59.926,1.0,242.743,50.979,1.0,276.667,46.952,1.0,314.174,53.62,1.0,353.216,63.665,1.0
3486,51.653,239.313,0.9950000047683716,70.181,237.46,1.0,76.683,255.68,1.0,85.325,280.8,1.0,94.711,301.249,1.0,105.093,317.572,1.0,119.249,339.929,1.0,148.045,354.511,1.0,188.215,346.895,1.0,212.745,326.513,1.0,222.444,283.343,1.0,100.055,136.191,1.0,126.164,103.529,1.0,139.524,89.878,1.0,153.732,74.843,1.0,169.825,70.362,1.0,187.209,62.616,1.0,206.346,60.054,1.0,241.998,50.888,1.0,275.716,47.231,1.0,314.178,53.917,1.0,353.33,63.627,1.0
3487,,,1.0,74.293,243.618,1.0,78.391,261.586,1.0,87.693,280.648,1.0,96.32,304.491,1.0,103.454,323.67,1.0,120.368,344.793,1.0,148.016,363.04,1.0,185.424,351.16,1.0,211.974,331.105,1.0,222.702,291.472,1.0,100.28,136.952,1.0,124.404,103.723,1.0,137.409,89.908,1.0,152.854,75.191,1.0,168.525,71.8,1.0,187.362,67.139,1.0,206.199,59.766,1.0,242.054,50.891,1.0,276.587,47.251,1.0,314.587,53.836,1.0,353.291,63.621,1.0
3488,,,1.0,74.074,243.371,1.0,79.463,260.103,1.0,87.067,279.975,1.0,96.519,303.238,1.0,104.191,322.423,1.0,120.547,344.219,1.0,148.156,361.86,1.0,185.994,350.538,1.0,213.377,331.754,1.0,222.912,291.734,1.0,99.604,136.795,1.0,123.346,104.433,1.0,136.71,91.183,1.0,152.452,76.813,1.0,168.29,71.731,1.0,186.744,67.11,1.0,206.352,59.208,1.0,242.319,51.811,1.0,278.043,47.126,1.0,315.184,53.858,1.0,353.276,63.611,1.0
3489,,,1.0,75.999,244.646,1.0,79.12,262.672,1.0,88.615,282.062,1.0,96.937,304.728,1.0,104.064,324.208,1.0,120.851,345.062,1.0,148.429,363.807,1.0,187.324,352.035,1.0,213.674,331.998,1.0,222.863,291.79,1.0,99.691,136.505,1.0,121.799,104.53,1.0,136.568,90.99,1.0,152.226,76.662,1.0,168.391,72.026,1.0,186.846,66.96,1.0,206.403,58.72,1.0,242.138,51.705,1.0,277.624,47.271,1.0,315.083,54.002,1.0,353.34,63.712,1.0
3490,42.248,240.799,1.0,76.464,244.773,1.0,79.269,262.728,1.0,88.563,282.171,1.0,96.752,304.592,1.0,104.174,323.866,1.0,120.901,345.139,1.0,148.297,363.893,1.0,187.273,352.091,1.0,213.625,332.015,1.0,222.755,291.661,1.0,96.901,135.607,1.0,121.075,104.329,1.0,135.873,91.541,1.0,152.289,77.528,1.0,168.23,72.237,1.0,186.71,67.141,1.0,206.617,58.942,1.0,242.066,51.539,1.0,277.715,47.301,1.0,315.104,53.992,1.0,353.238,63.65,1.0
3491,,,1.0,75.718,244.876,1.0,78.49,263.649,1.0,88.412,282.66,1.0,96.996,304.811,1.0,104.397,323.928,1.0,120.879,345.177,1.0,148.19,364.139,1.0,187.41,352.522,1.0,213.886,332.605,1.0,222.706,291.671,1.0,96.445,133.52,1.0,121.595,102.97,1.0,136.285,91.082,1.0,152.536,77.38,1.0,168.526,72.465,1.0,186.934,67.211,1.0,206.615,59.009,1.0,242.267,51.403,1.0,277.605,47.286,1.0,315.082,53.933,1.0,353.249,63.646,1.0
3492,100.091,227.771,0.9290000200271606,76.99,246.723,1.0,78.741,266.164,1.0,88.637,283.508,1.0,97.875,305.821,1.0,104.418,324.169,1.0,121.361,345.452,1.0,149.014,364.331,1.0,187.467,352.42,1.0,213.996,332.678,1.0,222.738,291.658,1.0,97.041,133.278,1.0,123.133,102.65,1.0,136.843,90.792,1.0,152.754,77.261,1.0,168.546,72.666,1.0,187.016,67.007,1.0,206.491,58.965,1.0,242.481,51.357,1.0,277.678,47.252,1.0,315.073,53.899,1.0,353.277,63.659,1.0
3493,98.985,227.645,0.9980000257492065,77.727,249.052,1.0,78.775,268.517,1.0,87.888,285.045,1.0,95.387,303.765,1.0,101.174,325.285,1.0,111.445,349.299,1.0,140.644,367.765,1.0,178.134,368.686,1.0,210.459,345.56,1.0,220.254,307.647,1.0,99.425,136.721,1.0,124.267,105.119,1.0,137.855,91.592,1.0,153.292,76.329,1.0,168.356,71.921,1.0,187.185,67.338,1.0,206.309,59.127,1.0,242.543,51.573,1.0,277.483,47.172,1.0,315.017,53.904,1.0,353.256,63.722,1.0
3494,103.509,229.084,1.0,81.833,246.732,1.0,81.119,273.056,1.0,89.837,291.899,1.0,96.835,310.622,1.0,104.113,327.001,1.0,116.051,352.683,1.0,141.771,369.841,1.0,182.752,373.377,1.0,214.903,354.585,1.0,221.775,314.962,1.0,100.226,137.361,1.0,125.53,104.085,1.0,138.632,91.321,1.0,153.41,76.719,1.0,168.485,71.427,1.0,187.121,67.159,1.0,206.709,58.836,1.0,242.594,51.206,1.0,277.555,47.28,1.0,314.983,53.892,1.0,353.247,63.718,1.0
3495,104.207,229.165,1.0,84.904,246.075,1.0,83.269,273.706,1.0,89.502,292.593,1.0,95.273,311.563,1.0,103.632,328.024,1.0,115.577,353.693,1.0,141.862,371.16,1.0,183.026,373.53,1.0,214.79,354.851,1.0,221.62,314.833,1.0,100.46,137.359,1.0,126.061,103.93,1.0,138.765,90.974,1.0,153.409,76.764,1.0,168.709,71.373,1.0,187.126,67.057,1.0,206.629,58.896,1.0,242.448,50.864,1.0,277.862,47.237,1.0,315.079,53.892,1.0,353.23,63.695,1.0
3496,104.402,228.986,1.0,85.216,246.039,1.0,82.968,273.173,1.0,89.381,292.43,1.0,95.25,311.047,1.0,103.525,328.039,1.0,115.074,353.937,1.0,142.223,370.275,1.0,182.872,373.495,1.0,214.774,354.846,1.0,221.668,314.848,1.0,101.9,138.078,1.0,126.416,104.089,1.0,140.108,90.974,1.0,154.427,76.707,1.0,169.519,70.555,1.0,187.189,61.388,1.0,207.309,56.418,1.0,239.956,52.415,1.0,274.693,49.821,1.0,312.046,52.12,1.0,351.11,63.668,1.0
3497,105.166,227.774,1.0,86.468,244.915,1.0,84.928,272.523,1.0,90.106,291.769,1.0,95.601,311.092,1.0,103.535,328.073,1.0,115.105,353.978,1.0,142.183,370.222,1.0,182.549,373.454,1.0,214.845,354.893,1.0,221.64,314.813,1.0,115.523,147.763,1.0,134.097,103.196,1.0,143.455,90.491,1.0,154.752,75.855,1.0,170.072,70.036,1.0,187.157,59.625,1.0,206.12,53.833,1.0,238.706,50.183,1.0,270.165,49.144,1.0,307.868,50.872,1.0,347.698,64.257,1.0
3498,102.768,226.853,1.0,82.51,250.544,1.0,83.458,271.638,1.0,89.386,291.993,1.0,94.131,310.185,1.0,102.779,326.424,1.0,114.232,352.591,1.0,142.356,368.516,1.0,182.286,369.776,1.0,215.375,354.073,1.0,221.479,314.833,1.0,100.709,161.552,1.0,125.372,122.22,1.0,135.061,107.27,1.0,149.182,89.647,1.0,163.318,75.759,1.0,179.269,66.376,1.0,198.195,57.529,1.0,229.411,49.522,1.0,263.576,47.224,1.0,300.937,51.308,1.0,340.854,61.299,1.0
3499,106.566,224.714,1.0,86.789,246.225,1.0,87.129,268.312,1.0,91.445,289.853,1.0,96.247,308.897,1.0,103.688,327.863,1.0,120.677,349.145,1.0,147.56,363.521,1.0,184.228,366.486,1.0,217.803,348.201,1.0,225.486,303.332,1.0,91.739,174.372,1.0,117.085,137.046,1.0,126.892,120.305,1.0,136.005,103.238,1.0,150.825,85.795,1.0,167.705,72.547,1.0,185.098,54.181,1.0,213.561,45.983,1.0,248.705,44.045,1.0,286.391,41.814,1.0,326.741,54.623,1.0
3500,121.724,222.118,1.0,95.088,245.073,1.0,92.505,264.664,1.0,92.988,286.156,1.0,95.694,307.191,1.0,103.365,326.02,1.0,113.595,353.272,1.0,142.491,366.645,1.0,177.962,368.341,1.0,212.215,348.431,1.0,222.973,309.454,1.0,90.657,178.316,0.9190000295639038,109.96,138.581,1.0,118.462,125.341,1.0,130.33,104.739,1.0,143.068,93.826,1.0,153.178,76.577,1.0,171.021,58.897,1.0,196.395,50.681,1.0,234.667,43.072,1.0,272.94,41.523,1.0,314.88,45.873,1.0
3501,120.659,215.746,1.0,102.145,236.759,1.0,97.995,257.485,1.0,95.771,282.736,1.0,95.837,302.376,1.0,100.997,324.247,1.0,109.625,352.927,1.0,132.167,370.518,1.0,169.907,366.084,1.0,198.252,352.92,1.0,218.037,317.059,1.0,100.217,174.77,0.9890000224113464,117.477,134.685,1.0,127.0,118.281,1.0,139.128,99.499,1.0,146.053,79.924,1.0,156.811,61.407,0.9879999756813049,179.271,52.675,0.16300000250339508,220.765,43.555,0.9990000128746033,247.506,44.985,1.0,280.768,41.19,1.0,321.833,42.249,1.0
3502,,,1.0,99.498,243.525,1.0,98.784,261.87,1.0,96.406,282.711,1.0,96.809,306.444,1.0,99.705,323.947,1.0,105.3,352.33,1.0,126.505,372.844,1.0,161.567,379.353,1.0,190.106,367.224,1.0,216.876,340.034,1.0,106.983,171.085,1.0,121.845,130.135,1.0,133.502,112.067,1.0,141.14,89.783,1.0,148.478,76.986,1.0,164.906,61.892,0.9950000047683716,179.152,53.522,0.9309999942779541,212.907,45.718,1.0,244.396,43.449,1.0,282.438,41.581,1.0,322.727,41.622,1.0
3503,,,1.0,94.156,237.073,1.0,96.947,257.171,1.0,93.301,278.484,1.0,94.969,302.555,1.0,99.49,319.015,1.0,106.808,347.88,1.0,126.711,368.16,1.0,165.38,372.893,1.0,195.535,365.668,1.0,220.564,339.023,1.0,150.251,156.65,1.0,146.025,117.491,1.0,145.725,98.453,1.0,149.296,83.481,1.0,145.676,76.595,1.0,171.148,60.22,0.9150000214576721,188.331,53.264,0.5170000195503235,213.192,43.464,1.0,245.723,44.606,1.0,279.998,42.782,1.0,322.303,41.717,1.0
3504,107.136,195.359,0.9380000233650208,95.979,229.543,1.0,95.143,253.967,1.0,95.482,273.375,1.0,93.92,298.646,1.0,99.34,318.185,1.0,105.605,348.065,1.0,127.684,369.7,1.0,163.735,377.898,1.0,194.943,369.099,1.0,220.535,338.425,1.0,,,1.0,172.296,44.278,0.23800000548362732,163.704,63.56,1.0,165.484,79.794,1.0,154.17,85.741,1.0,164.156,105.433,0.9769999980926514,,,1.0,227.675,42.454,1.0,248.475,49.34,1.0,283.677,50.013,1.0,320.897,55.985,1.0
3505,106.244,193.557,1.0,93.923,230.614,1.0,161.953,65.856,1.0,95.51,271.673,1.0,95.666,294.942,1.0,98.908,315.866,1.0,102.88,342.322,1.0,126.025,365.914,1.0,161.702,377.823,1.0,193.107,365.76,1.0,218.363,338.66,1.0,258.774,102.277,1.0,225.053,102.949,1.0,203.504,92.989,1.0,178.611,85.955,1.0,168.657,79.788,1.0,155.727,67.112,0.6809999942779541,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0
3506,110.561,225.533,1.0,95.06,245.27,1.0,94.206,265.473,1.0,93.651,283.995,1.0,93.997,303.938,1.0,101.436,324.466,1.0,106.377,350.532,1.0,125.979,371.806,1.0,162.44,381.444,1.0,195.606,371.267,1.0,219.966,337.536,1.0,303.344,95.787,1.0,266.248,96.11,1.0,242.815,91.871,1.0,219.38,88.798,1.0,193.124,89.857,1.0,174.018,86.683,1.0,148.791,76.0,0.6039999723434448,,,1.0,,,1.0,,,1.0,,,1.0
3507,120.443,234.248,0.972000002861023,103.382,248.477,1.0,98.813,271.027,1.0,95.39,290.178,1.0,95.972,310.713,1.0,104.78,328.581,1.0,110.032,352.615,1.0,131.614,376.455,1.0,167.72,380.44,1.0,198.893,371.213,1.0,225.601,335.723,1.0,331.835,105.203,1.0,291.421,98.003,1.0,272.087,96.866,1.0,245.037,93.366,1.0,218.445,93.002,1.0,199.069,91.698,1.0,177.568,96.633,1.0,149.543,88.597,1.0,133.348,54.11,1.0,139.895,27.822,1.0,,,1.0
